0	2.3192e+07	11.509	0.74761	4.283	6.0764	0.0038687
1	2.3576e+07	11.568	0.78335	4.3417	6.3451	0.003858
2	2.3984e+07	11.567	0.54442	3.956	5.4525	0.003618
3	2.4422e+07	11.618	0.65075	4.1495	5.7272	0.0036826
4	2.489e+07	11.648	0.68393	4.2016	5.8349	0.0036744
5	2.5391e+07	11.651	0.56367	4.0105	5.5481	0.0035852
6	2.5966e+07	11.676	0.60484	4.103	5.6415	0.0036145
7	2.6588e+07	11.702	0.66731	4.1828	5.8483	0.0036181
8	2.7239e+07	11.697	0.65206	4.1838	5.7866	0.0036286
9	2.7929e+07	11.678	0.49095	3.9006	5.4289	0.003514
10	2.8682e+07	11.752	0.60086	4.1361	5.6863	0.0035786
11	2.9527e+07	11.782	0.59704	4.1304	5.6999	0.0035518
12	3.0475e+07	11.814	0.56413	4.0939	5.6272	0.0035147
13	3.1555e+07	11.83	0.60419	4.1708	5.7694	0.003551
14	3.2786e+07	11.854	0.63562	4.2124	5.8693	0.0035371
15	3.422e+07	11.88	0.56967	4.112	5.6916	0.0034624
16	3.5923e+07	11.94	0.65457	4.2433	5.9477	0.0034617
17	3.7979e+07	11.936	0.6643	4.2711	6.0129	0.003488
18	4.0547e+07	11.987	0.59403	4.196	5.8254	0.0034318
19	4.3879e+07	11.995	0.55592	4.1465	5.7447	0.0034088
20	4.8324e+07	12.048	0.52774	4.1257	5.7054	0.0033768
21	5.4611e+07	12.035	0.52075	4.1262	5.6596	0.0033793
22	6.4901e+07	12.024	0.46187	4.0542	5.4858	0.0033635
23	8.2534e+07	11.967	0.38073	3.8998	5.3007	0.0033627
24	8.0853e+07	11.867	0.37184	3.8799	5.255	0.0034447
25	3.0364e+07	11.867	0.37184	3.8799	5.255	0.0034447
26	2.5883e+06	11.867	0.37184	3.8799	5.255	0.0034447
27	42070	11.867	0.37184	3.8799	5.255	0.0034447
28	7665.2	11.867	0.37184	3.8799	5.255	0.0034447
29	7253.8	11.867	0.37184	3.8799	5.255	0.0034447
30	6750.1	11.867	0.37184	3.8799	5.255	0.0034447
31	6249.3	11.867	0.37184	3.8799	5.255	0.0034447
32	6292.1	11.867	0.37184	3.8799	5.255	0.0034447
33	6014.1	11.867	0.37184	3.8799	5.255	0.0034447
34	5925.4	11.867	0.37184	3.8799	5.255	0.0034447
35	5460.9	11.867	0.37184	3.8799	5.255	0.0034447
36	5069.4	11.867	0.37184	3.8799	5.255	0.0034447
37	4981.8	11.867	0.37184	3.8799	5.255	0.0034447
38	4743.5	11.867	0.37184	3.8799	5.255	0.0034447
39	4583.5	11.867	0.37184	3.8799	5.255	0.0034447
