118	1.3817e+07	4.1599e+05	-0.00089883	5.5679	19833	0.029974	12.37	0.095779
120	1.3898e+07	4.1362e+05	-0.0023513	5.6059	19737	0.10572	12.477	0.096007
122	1.3978e+07	4.1078e+05	0.00054121	5.6399	19583	0.07057	12.583	0.096134
124	1.4069e+07	4.0745e+05	0.0032897	5.6733	20089	0.05403	12.561	0.098416
126	1.416e+07	4.0438e+05	-0.0033912	5.7047	20326	0.14164	12.581	0.099785
128	1.4258e+07	4.014e+05	0.0049352	5.7482	20457	0.035668	12.61	0.10056
130	1.4357e+07	3.9708e+05	-0.0010385	5.773	22063	0.038662	12.393	0.10657
132	1.4462e+07	3.9457e+05	-0.0051358	5.8139	21919	0.078515	12.486	0.10659
134	1.4572e+07	3.9202e+05	0.00065899	5.8594	21470	0.045894	12.659	0.1058
136	1.4682e+07	3.8739e+05	-0.0049031	5.8809	23553	0.11173	12.356	0.11328
138	1.4793e+07	3.8647e+05	-0.0092047	5.94	21889	0.12564	12.718	0.10815
140	1.4927e+07	3.8559e+05	0.0044854	5.9921	20380	0.089252	13.182	0.10416
142	1.5052e+07	3.8467e+05	-0.0038778	6.057	18667	0.24406	13.683	0.098793
144	1.5178e+07	3.8112e+05	0.0018258	6.1076	18906	0.105	13.766	0.10057
146	1.5315e+07	3.7883e+05	0.0001483	6.1564	18781	0.11863	13.915	0.10076
148	1.546e+07	3.7529e+05	-0.00098967	6.1945	19895	0.14993	13.695	0.10491
150	1.5612e+07	3.7353e+05	-0.0028533	6.2442	19762	0.20659	13.846	0.105
152	1.5776e+07	3.7086e+05	-0.004846	6.2891	20103	0.21129	13.883	0.10687
154	1.5943e+07	3.6757e+05	-0.0065882	6.3295	21404	0.21475	13.664	0.11167
156	1.6117e+07	3.6619e+05	-0.0060517	6.3771	20909	0.21514	13.974	0.11121
158	1.6309e+07	3.6474e+05	-0.0070194	6.4495	20262	0.14938	14.156	0.10868
160	1.6512e+07	3.6245e+05	-0.0071139	6.5017	20811	0.12531	14.161	0.11115
162	1.6731e+07	3.6082e+05	-0.0053453	6.5516	21285	0.20947	14.202	0.11337
164	1.696e+07	3.6106e+05	-0.00078147	6.6314	19582	0.13889	14.725	0.10748
166	1.7214e+07	3.5975e+05	-0.0013314	6.6871	20027	0.1782	14.757	0.10941
168	1.7475e+07	3.5975e+05	0.0025664	6.7685	18814	0.16838	15.186	0.10501
170	1.776e+07	3.5889e+05	-0.0055571	6.8358	18834	0.12143	15.365	0.10551
172	1.8076e+07	3.577e+05	-0.0043452	6.8832	20038	0.16341	15.229	0.11027
174	1.8418e+07	3.5694e+05	0.0038872	6.9453	20646	0.087686	15.252	0.11271
176	1.8794e+07	3.5856e+05	0.00087333	7.0318	19456	0.070463	15.73	0.10825
178	1.9207e+07	3.5856e+05	0.0026736	7.0813	20909	0.056105	15.598	0.11383
180	1.9661e+07	3.6059e+05	0.00060529	7.1692	19927	0.13735	16.012	0.10986
182	2.0168e+07	3.6244e+05	0.0089165	7.2465	20208	0.0096177	16.16	0.11059
184	2.0738e+07	3.6436e+05	0.011575	7.3125	21152	-0.073492	16.127	0.1135
186	2.1384e+07	3.6883e+05	0.013681	7.3979	21031	-0.10592	16.364	0.112
188	2.2129e+07	3.7202e+05	0.011783	7.4565	22983	-0.083707	16.221	0.11847
190	2.2998e+07	3.776e+05	0.013142	7.5282	24118	-0.036068	16.244	0.12113
192	2.4032e+07	3.8601e+05	0.012497	7.615	24430	0.021885	16.492	0.12054
194	2.527e+07	3.9735e+05	0.0076865	7.7084	24550	0.034116	16.891	0.11924
196	2.678e+07	4.1096e+05	0.0057152	7.7921	25775	0.056122	17.136	0.12121
198	2.8732e+07	4.3034e+05	0.00913	7.8876	26672	0.024999	17.564	0.12127
200	3.1369e+07	4.5732e+05	0.010211	7.981	28763	0.014945	17.919	0.12374
202	3.5158e+07	4.9922e+05	0.009262	8.0558	34612	-0.0047895	17.646	0.13185
204	4.071e+07	5.6681e+05	0.0056108	8.1086	48183	0.065427	16.391	0.14664
206	4.6719e+07	6.5397e+05	0.0049724	8.1395	64460	0.032644	15.024	0.15393
208	4.5779e+07	6.5656e+05	-0.0043714	8.1448	71020	-0.01726	13.691	0.15385
210	3.1121e+07	4.3254e+05	-0.00029914	7.9777	80510	-0.035094	11.736	0.21496
212	1.2389e+07	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
214	2.6226e+06	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
216	3.5141e+05	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
218	1.1896e+05	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
220	1.075e+05	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
222	1.0523e+05	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
224	1.0353e+05	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
226	1.0323e+05	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
228	1.0271e+05	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
230	1.0057e+05	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
232	97305	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
234	96975	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
236	95287	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
238	94419	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
240	93281	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
242	92301	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
244	91366	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
246	87841	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
248	87862	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
250	86222	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
252	85851	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
254	84487	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
256	82185	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
258	81935	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
260	82191	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
262	79711	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
264	78894	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
266	77602	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
268	77343	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
270	77669	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
272	74691	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
274	73068	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
276	71737	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
278	71479	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
280	71121	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
282	69197	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
284	68909	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
286	68236	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
288	67900	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
290	66883	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
292	65605	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
294	64312	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
296	63305	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
298	61872	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
300	61716	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
302	61338	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
304	61319	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
306	60421	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
308	59640	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
310	58422	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
312	56198	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
314	56117	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
316	55300	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
318	55316	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
320	54885	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
322	54453	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
324	54022	1.8522e+05	0.014427	8.0526	24847	-0.051446	11.669	0.16277
