0	1.9371e+07	10.368	0.81068	3.8787	5.9078	0.0046578
1	1.9569e+07	10.443	0.80892	3.9036	5.9828	0.0046404
2	1.977e+07	10.431	0.78153	3.8722	5.7981	0.0046343
3	1.9972e+07	10.457	0.83223	3.9213	6.1373	0.0045716
4	2.0198e+07	10.455	0.80317	3.8893	5.9022	0.0045556
5	2.0428e+07	10.493	0.69569	3.7816	5.414	0.0044934
6	2.0664e+07	10.498	0.76838	3.8742	5.8045	0.0045539
7	2.0907e+07	10.488	0.79696	3.895	5.8576	0.0045063
8	2.1172e+07	10.481	0.7459	3.8218	5.5866	0.0044509
9	2.1443e+07	10.541	0.75878	3.8396	5.6494	0.0043826
10	2.1729e+07	10.543	0.74047	3.8443	5.6155	0.0044264
11	2.203e+07	10.559	0.73511	3.8367	5.5838	0.0043885
12	2.2348e+07	10.598	0.75541	3.8872	5.6784	0.004388
13	2.2678e+07	10.606	0.75141	3.8875	5.6969	0.0043852
14	2.303e+07	10.679	0.75775	3.939	5.878	0.0044255
15	2.3408e+07	10.656	0.76625	3.9259	5.8025	0.0043634
16	2.3806e+07	10.689	0.71917	3.9011	5.7127	0.0043975
17	2.4226e+07	10.741	0.71614	3.9125	5.7232	0.0043569
18	2.4676e+07	10.735	0.70713	3.9111	5.7136	0.0043778
19	2.517e+07	10.79	0.69022	3.8923	5.6636	0.0042988
20	2.5717e+07	10.786	0.69846	3.9084	5.7265	0.004319
21	2.6312e+07	10.811	0.71564	3.9525	5.8195	0.0043318
22	2.695e+07	10.854	0.67107	3.8843	5.6229	0.0042142
23	2.7622e+07	10.873	0.68297	3.8991	5.6906	0.0041966
24	2.8353e+07	10.897	0.71826	3.9632	5.8626	0.0042172
25	2.9168e+07	10.884	0.67096	3.9141	5.6861	0.0042188
26	3.0091e+07	10.903	0.62922	3.849	5.5749	0.0041555
27	3.1139e+07	10.972	0.62664	3.8371	5.574	0.0040552
28	3.2346e+07	11.026	0.68419	3.9431	5.8188	0.0040747
29	3.3744e+07	11.058	0.72405	4.0115	6.053	0.0040899
30	3.5398e+07	11.075	0.73803	4.0509	6.1785	0.0041121
31	3.7405e+07	11.109	0.69477	3.9857	5.9421	0.004015
32	3.9905e+07	11.179	0.70908	4.0421	6.0639	0.0040054
33	4.3126e+07	11.219	0.73871	4.1011	6.307	0.0040172
34	4.741e+07	11.265	0.70591	4.0877	6.1357	0.003986
35	5.3441e+07	11.328	0.65594	4.0661	5.8525	0.0039326
36	6.307e+07	11.311	0.59755	4.0113	5.5638	0.0039235
37	7.702e+07	11.212	0.52071	3.9012	5.2629	0.0039546
38	7.6071e+07	11.082	0.49431	3.8514	5.1347	0.0040585
39	3.9419e+07	11.082	0.49431	3.8514	5.1347	0.0040585
