0	2.8674e+07	12.588	0.8491	4.7982	7.3955	0.0032794
1	2.952e+07	12.618	0.85724	4.8077	7.4041	0.0032413
2	3.0484e+07	12.559	0.77437	4.7392	6.6323	0.0032814
3	3.1572e+07	12.651	0.72466	4.6933	6.3496	0.0031919
4	3.2815e+07	12.656	0.55524	4.5015	5.8992	0.0031485
5	3.4261e+07	12.715	0.49759	4.4389	5.8097	0.0031051
6	3.5969e+07	12.752	0.29119	3.9817	5.5417	0.0029937
7	3.803e+07	12.743	0.2426	3.8605	5.4943	0.0030007
8	4.0585e+07	12.796	0.20099	3.7197	5.4562	0.0029614
9	4.3914e+07	12.789	0.22956	3.8298	5.5099	0.00298
10	4.8361e+07	12.851	0.19427	3.7144	5.479	0.0029438
11	5.4672e+07	12.859	0.16172	3.6052	5.4436	0.0029494
12	6.4974e+07	12.87	0.17476	3.6969	5.4475	0.0029501
13	8.5057e+07	12.773	0.17287	3.7062	5.4126	0.0030126
14	8.6372e+07	12.706	0.22423	3.9287	5.4308	0.0030665
15	2.5336e+07	12.706	0.22423	3.9287	5.4308	0.0030665
16	9.7995e+05	12.706	0.22423	3.9287	5.4308	0.0030665
17	9894.9	12.706	0.22423	3.9287	5.4308	0.0030665
18	6918.1	12.706	0.22423	3.9287	5.4308	0.0030665
19	6597.1	12.706	0.22423	3.9287	5.4308	0.0030665
20	6089	12.706	0.22423	3.9287	5.4308	0.0030665
21	5781.7	12.706	0.22423	3.9287	5.4308	0.0030665
22	5675.5	12.706	0.22423	3.9287	5.4308	0.0030665
23	5177.1	12.706	0.22423	3.9287	5.4308	0.0030665
24	5187.3	12.706	0.22423	3.9287	5.4308	0.0030665
25	4809.7	12.706	0.22423	3.9287	5.4308	0.0030665
26	4730.7	12.706	0.22423	3.9287	5.4308	0.0030665
27	4611.5	12.706	0.22423	3.9287	5.4308	0.0030665
28	4486.3	12.706	0.22423	3.9287	5.4308	0.0030665
29	4052.3	12.706	0.22423	3.9287	5.4308	0.0030665
30	3845.1	12.706	0.22423	3.9287	5.4308	0.0030665
31	3699.7	12.706	0.22423	3.9287	5.4308	0.0030665
32	3561.8	12.706	0.22423	3.9287	5.4308	0.0030665
33	3417.8	12.706	0.22423	3.9287	5.4308	0.0030665
34	3596.2	12.706	0.22423	3.9287	5.4308	0.0030665
35	3411.7	12.706	0.22423	3.9287	5.4308	0.0030665
36	3165	12.706	0.22423	3.9287	5.4308	0.0030665
37	3128.2	12.706	0.22423	3.9287	5.4308	0.0030665
38	2832.9	12.706	0.22423	3.9287	5.4308	0.0030665
39	2755.7	12.706	0.22423	3.9287	5.4308	0.0030665
